id;status;start_date;expected_end_date;end_date;validated;created_by;created_date;last_modified_by;last_modified_date;assignment_id;level_id
193;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;193;836
194;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;194;837
195;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;195;838
196;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;196;839
197;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;197;840
198;Completed;2020-12-12;2020-12-12;2021-12-17;true;;;;;198;769
199;Completed;2020-12-12;2020-12-12;2022-01-03;true;;;;;199;752
200;Completed;2020-12-12;2020-12-12;2022-04-20;true;;;;;200;755
201;Completed;2020-12-12;2020-12-12;2022-04-09;true;;;;;201;799
202;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;202;763
203;Completed;2020-12-12;2020-12-12;2022-02-14;true;;;;;203;33
204;Completed;2020-12-12;2020-12-12;2023-03-08;true;;;;;204;60
205;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;205;774
206;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;206;785
207;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;207;789
208;Completed;2020-12-12;2020-12-12;2022-03-04;true;;;;;208;766
209;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;209;957
210;Completed;2020-12-12;2020-12-12;2022-04-20;true;;;;;210;3732
211;Completed;2020-12-12;2020-12-12;2022-04-20;true;;;;;211;3733
212;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;212;779
213;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;213;784
214;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;214;977
215;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;215;778
216;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;216;776
217;Completed;2020-12-12;2020-12-12;2022-12-16;true;;;;;217;774
218;Completed;2020-12-12;2020-12-12;2022-12-16;true;;;;;218;922
219;Completed;2020-12-12;2020-12-12;2022-02-15;true;;;;;219;836
220;Completed;2020-12-12;2020-12-12;2023-03-27;true;;;;;220;31
221;Completed;2020-12-12;2020-12-12;2022-12-16;true;;;;;221;957
222;Completed;2020-12-12;2020-12-12;2022-12-16;true;;;;;222;780
223;Completed;2020-12-12;2020-12-12;2022-12-16;true;;;;;223;781
224;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;224;46
225;Completed;2020-12-12;2020-12-12;2022-12-16;true;;;;;225;977
226;Completed;2020-12-12;2020-12-12;2021-06-28;true;;;;;226;44
227;Completed;2020-12-12;2020-12-12;2022-12-16;true;;;;;227;776
228;Completed;2020-12-12;2020-12-12;2021-11-28;true;;;;;228;33
229;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;229;794
230;Completed;2020-12-12;2020-12-12;2022-03-14;true;;;;;230;772
231;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;231;794
232;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;232;836
233;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;233;837
234;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;234;838
235;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;235;769
236;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;236;770
237;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;237;752
238;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;238;755
239;Completed;2020-12-12;2020-12-12;2022-03-14;true;;;;;239;799
240;Completed;2020-12-12;2020-12-12;2022-07-07;true;;;;;240;21
241;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;241;763
242;Completed;2020-12-12;2020-12-12;2021-09-16;true;;;;;242;33
243;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;243;974
244;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;244;778
245;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;245;774
246;Completed;2020-12-12;2020-12-12;2022-07-28;true;;;;;246;59
247;Completed;2020-12-12;2020-12-12;2021-06-04;true;;;;;247;184
248;Completed;2020-12-12;2020-12-12;2022-07-28;true;;;;;248;56
249;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;249;836
250;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;250;837
251;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;251;838
252;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;252;769
253;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;253;770
254;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;254;752
255;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;255;755
256;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;256;957
257;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;257;759
258;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;258;763
259;Completed;2020-12-12;2020-12-12;2021-12-17;true;;;;;259;795
260;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;260;776
261;Completed;2020-12-12;2020-12-12;2022-04-06;true;;;;;261;795
262;Completed;2020-12-12;2020-12-12;2022-01-25;true;;;;;262;768
263;Completed;2020-12-12;2020-12-12;2022-05-03;true;;;;;263;752
264;Completed;2020-12-12;2020-12-12;2022-05-03;true;;;;;264;755
265;Completed;2020-12-12;2020-12-12;2021-12-20;true;;;;;265;767
266;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;266;764
267;Completed;2020-12-12;2020-12-12;2022-07-22;true;;;;;267;36
268;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;268;754
269;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;269;788
270;Completed;2020-12-12;2020-12-12;2022-03-21;true;;;;;270;783
271;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;271;788
272;Completed;2020-12-12;2020-12-12;2022-01-13;true;;;;;272;780
273;Completed;2020-12-12;2020-12-12;2022-01-13;true;;;;;273;781
274;Completed;2020-12-12;2020-12-12;2022-05-16;true;;;;;274;784
275;Completed;2020-12-12;2020-12-12;2022-05-16;true;;;;;275;782
276;Completed;2020-12-12;2020-12-12;2022-05-27;true;;;;;276;768
277;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;277;768
278;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;278;787
279;Completed;2020-12-12;2020-12-12;2022-01-27;true;;;;;279;836
280;Completed;2020-12-12;2020-12-12;2022-01-27;true;;;;;280;837
281;Completed;2020-12-12;2020-12-12;2022-01-27;true;;;;;281;838
282;Completed;2020-12-12;2020-12-12;2022-01-27;true;;;;;282;839
283;Completed;2020-12-12;2020-12-12;2022-01-27;true;;;;;283;840
284;Completed;2020-12-12;2020-12-12;2022-03-21;true;;;;;284;759
285;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;285;780
286;Completed;2020-12-12;2020-12-12;2021-12-16;true;;;;;286;781
287;Completed;2020-12-12;2020-12-12;2022-04-09;true;;;;;287;795
288;Completed;2020-12-12;2020-12-12;2022-04-25;true;;;;;288;839
289;Completed;2020-12-12;2020-12-12;2022-04-25;true;;;;;289;840
290;Completed;2020-12-12;2020-12-12;2022-02-08;true;;;;;290;759
291;Completed;2020-12-12;2020-12-12;2022-01-03;true;;;;;291;780
292;Completed;2020-12-12;2020-12-12;2022-01-03;true;;;;;292;781
293;Completed;2020-12-12;2020-12-12;2022-05-16;true;;;;;293;779
296;Completed;2020-12-12;2020-12-12;2022-02-15;true;;;;;296;789
297;Completed;2020-12-12;2020-12-12;2021-12-28;true;;;;;297;787
301;Completed;2020-12-12;2020-12-12;2022-04-04;true;;;;;301;791
302;Completed;2020-12-12;2020-12-12;2022-04-04;true;;;;;302;792
303;Completed;2020-12-12;2020-12-12;2022-03-01;true;;;;;303;793
304;Completed;2020-12-12;2020-12-12;2022-01-24;true;;;;;304;776
305;Completed;2020-12-12;2020-12-12;2022-01-31;true;;;;;305;768
306;Completed;2020-12-12;2020-12-12;2022-01-24;true;;;;;306;764
307;Completed;2020-12-12;2020-12-12;2022-03-15;true;;;;;307;754
308;Completed;2020-12-12;2020-12-12;2022-03-01;true;;;;;308;766
309;Completed;2020-12-12;2020-12-12;2022-04-14;true;;;;;309;26
310;Completed;2020-12-12;2020-12-12;2022-01-31;true;;;;;310;922
311;Completed;2020-12-12;2020-12-12;2022-03-21;true;;;;;311;754
313;Completed;2020-12-12;2020-12-12;2022-01-17;true;;;;;313;836
314;Completed;2020-12-12;2020-12-12;2022-01-17;true;;;;;314;837
315;Completed;2020-12-12;2020-12-12;2022-01-17;true;;;;;315;838
316;Completed;2020-12-12;2020-12-12;2022-01-17;true;;;;;316;839
317;Completed;2020-12-12;2020-12-12;2022-01-17;true;;;;;317;840
318;Completed;2020-12-12;2020-12-12;2022-03-30;true;;;;;318;769
319;Completed;2020-12-12;2020-12-12;2022-02-22;true;;;;;319;759
320;Completed;2020-12-12;2020-12-12;2022-01-17;true;;;;;320;836
321;Completed;2020-12-12;2020-12-12;2022-01-17;true;;;;;321;837
322;Completed;2020-12-12;2020-12-12;2022-01-17;true;;;;;322;838
323;Completed;2020-12-12;2020-12-12;2022-01-17;true;;;;;323;839
324;Completed;2020-12-12;2020-12-12;2022-01-17;true;;;;;324;840
325;Completed;2020-12-12;2020-12-12;2022-02-22;true;;;;;325;759
326;Completed;2020-12-12;2020-12-12;2023-03-12;true;;;;;326;778
327;Completed;2020-12-12;2020-12-12;2022-03-07;true;;;;;327;783
328;Completed;2020-12-12;2020-12-12;2022-05-02;true;;;;;328;785
329;Completed;2020-12-12;2020-12-12;2022-01-12;true;;;;;329;784
330;Completed;2020-12-12;2020-12-12;2022-01-12;true;;;;;330;51
331;Completed;2020-12-12;2020-12-12;2022-01-12;true;;;;;331;784
332;Completed;2020-12-12;2020-12-12;2022-01-12;true;;;;;332;788
333;Completed;2020-12-12;2020-12-12;2022-02-01;true;;;;;333;778
336;Completed;2020-12-12;2020-12-12;2022-01-12;true;;;;;336;788
337;Completed;2020-12-12;2020-12-12;2022-03-02;true;;;;;337;977
338;Completed;2020-12-12;2020-12-12;2022-07-05;true;;;;;338;778
339;Completed;2020-12-12;2020-12-12;2022-04-14;true;;;;;339;789
340;Completed;2020-12-12;2020-12-12;2022-02-17;true;;;;;340;787
341;Completed;2020-12-12;2020-12-12;2022-07-21;true;;;;;341;29
342;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;342;770
343;Completed;2020-12-12;2020-12-12;2022-04-12;true;;;;;343;839
344;Completed;2020-12-12;2020-12-12;2022-05-03;true;;;;;344;767
345;Completed;2020-12-12;2020-12-12;2022-04-20;true;;;;;345;779
346;Completed;2020-12-12;2020-12-12;2022-05-04;true;;;;;346;977
347;Completed;2020-12-12;2020-12-12;2022-05-12;true;;;;;347;778
348;Completed;2020-12-12;2020-12-12;2022-04-21;true;;;;;348;40
349;Completed;2020-12-12;2020-12-12;2022-06-10;true;;;;;349;778
351;Completed;2020-12-12;2020-12-12;2022-05-03;true;;;;;351;98
352;Completed;2020-12-12;2020-12-12;2022-01-09;true;;;;;352;776
353;Completed;2020-12-12;2020-12-12;2023-11-15;true;;;;;353;922
354;Completed;2020-12-12;2020-12-12;2022-11-15;true;;;;;354;837
355;Completed;2020-12-12;2020-12-12;2022-11-22;true;;;;;355;840
356;Completed;2020-12-12;2020-12-12;2022-11-22;true;;;;;356;764
357;Completed;2020-12-12;2020-12-12;2022-11-09;true;;;;;357;836
358;Completed;2020-12-12;2020-12-12;2022-11-28;true;;;;;358;778
359;Completed;2020-12-12;2020-12-12;2022-11-29;true;;;;;359;767
360;Completed;2020-12-12;2020-12-12;2022-11-15;true;;;;;360;837
361;Completed;2020-12-12;2020-12-12;2022-11-29;true;;;;;361;922
362;Completed;2020-12-12;2020-12-12;2022-11-30;true;;;;;362;780
363;Completed;2020-12-12;2020-12-12;2022-11-10;true;;;;;363;774
364;Completed;2020-12-12;2020-12-12;2022-11-10;true;;;;;364;784
365;Completed;2020-12-12;2020-12-12;2022-11-10;true;;;;;365;836
366;Completed;2020-12-12;2020-12-12;2022-11-24;true;;;;;366;839
367;Completed;2020-12-12;2020-12-12;2022-11-10;true;;;;;367;769
368;Completed;2020-12-12;2020-12-12;2022-11-16;true;;;;;368;957
369;Completed;2020-12-12;2020-12-12;2022-11-10;true;;;;;369;785
370;Completed;2020-12-12;2020-12-12;2022-11-23;true;;;;;370;764
371;Completed;2020-12-12;2020-12-12;2022-11-30;true;;;;;371;922
372;Completed;2020-12-12;2020-12-12;2022-11-30;true;;;;;372;780
373;Completed;2020-12-12;2020-12-12;2022-11-30;true;;;;;373;781
374;Completed;2020-12-12;2020-12-12;2022-11-10;true;;;;;374;792
375;Completed;2020-12-12;2020-12-12;2022-11-10;true;;;;;375;787
376;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;376;787
377;Completed;2020-12-12;2020-12-12;2023-01-06;true;;;;;377;767
378;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;378;787
379;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;379;788
380;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;380;836
381;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;381;763
382;Completed;2020-12-12;2020-12-12;2023-01-16;true;;;;;382;840
383;Completed;2020-12-12;2020-12-12;2023-01-16;true;;;;;383;838
384;Completed;2020-12-12;2020-12-12;2023-01-16;true;;;;;384;922
385;Completed;2020-12-12;2020-12-12;2023-01-16;true;;;;;385;799
386;Completed;2020-12-12;2020-12-12;2023-01-16;true;;;;;386;974
387;Completed;2020-12-12;2020-12-12;2023-01-16;true;;;;;387;840
388;Completed;2020-12-12;2020-12-12;2023-12-27;true;;;;;388;784
389;Completed;2020-12-12;2020-12-12;2023-01-09;true;;;;;389;764
390;Completed;2020-12-12;2020-12-12;2022-12-27;true;;;;;390;769
