id;assignment_start;assignment_end;description;created_by;created_date;last_modified_by;last_modified_date;workstation_id;employee_id
209;2023-06-10;;;;;;;37;526
210;2023-06-10;;;;;;;42;526
211;2023-06-10;;;;;;;43;526
212;2023-06-10;;;;;;;41;526
213;2023-06-10;;;;;;;46;526
214;2023-06-10;;;;;;;52;526
215;2023-06-10;;;;;;;40;526
216;2023-06-10;;;;;;;38;526
217;2023-06-10;;;;;;;36;538
218;2023-06-10;;;;;;;39;538
219;2023-06-10;;;;;;;19;538
220;2023-06-10;;;;;;;25;538
221;2023-06-10;;;;;;;37;538
222;2023-06-10;;;;;;;42;538
223;2023-06-10;;;;;;;43;538
224;2023-06-10;;;;;;;46;538
225;2023-06-10;;;;;;;52;538
226;2023-06-10;;;;;;;44;538
227;2023-06-10;;;;;;;38;538
228;2023-06-10;;;;;;;33;539
229;2023-06-10;;;;;;;56;294
230;2023-06-10;;;;;;;34;550
231;2023-06-10;;;;;;;56;304
232;2023-06-10;;;;;;;19;550
233;2023-06-10;;;;;;;20;550
234;2023-06-10;;;;;;;22;550
235;2023-06-10;;;;;;;25;550
236;2023-06-10;;;;;;;21;550
237;2023-06-10;;;;;;;14;550
238;2023-06-10;;;;;;;17;550
239;2023-06-10;;;;;;;61;550
240;2023-06-10;;;;;;;21;550
241;2023-06-10;;;;;;;25;550
242;2023-06-10;;;;;;;33;550
243;2023-06-10;;;;;;;55;550
244;2023-06-10;;;;;;;40;550
245;2023-06-10;;;;;;;36;551
246;2023-06-10;;;;;;;59;551
247;2023-06-10;;;;;;;39;551
248;2023-06-10;;;;;;;56;551
249;2023-06-10;;;;;;;19;551
250;2023-06-10;;;;;;;20;551
251;2023-06-10;;;;;;;22;551
252;2023-06-10;;;;;;;25;551
253;2023-06-10;;;;;;;21;551
254;2023-06-10;;;;;;;14;551
255;2023-06-10;;;;;;;17;551
256;2023-06-10;;;;;;;37;551
257;2023-06-10;;;;;;;21;551
258;2023-06-10;;;;;;;25;551
259;2023-06-10;;;;;;;57;305
260;2023-06-10;;;;;;;38;551
261;2023-06-10;;;;;;;57;520
262;2023-06-10;;;;;;;30;553
263;2023-06-10;;;;;;;14;553
264;2023-06-10;;;;;;;17;553
265;2023-06-10;;;;;;;29;553
266;2023-06-10;;;;;;;26;560
267;2023-06-10;;;;;;;36;560
268;2023-06-10;;;;;;;16;560
269;2023-06-10;;;;;;;50;560
270;2023-06-10;;;;;;;45;561
271;2023-06-10;;;;;;;50;561
272;2023-06-10;;;;;;;42;561
273;2023-06-10;;;;;;;43;561
274;2023-06-10;;;;;;;46;561
275;2023-06-10;;;;;;;44;561
276;2023-06-10;;;;;;;30;564
277;2023-06-10;;;;;;;30;566
278;2023-06-10;;;;;;;49;566
279;2023-06-10;;;;;;;19;568
280;2023-06-10;;;;;;;20;568
281;2023-06-10;;;;;;;22;568
282;2023-06-10;;;;;;;23;568
283;2023-06-10;;;;;;;24;568
284;2023-06-10;;;;;;;21;568
285;2023-06-10;;;;;;;42;568
286;2023-06-10;;;;;;;43;568
287;2023-06-10;;;;;;;57;522
288;2023-06-10;;;;;;;23;570
289;2023-06-10;;;;;;;24;570
290;2023-06-10;;;;;;;21;570
291;2023-06-10;;;;;;;42;570
292;2023-06-10;;;;;;;43;570
293;2023-06-10;;;;;;;41;570
296;2023-06-10;;;;;;;51;571
297;2023-06-10;;;;;;;49;571
301;2023-06-10;;;;;;;53;572
302;2023-06-10;;;;;;;54;572
303;2023-06-10;;;;;;;55;572
304;2023-06-10;;;;;;;38;572
305;2023-06-10;;;;;;;30;574
306;2023-06-10;;;;;;;26;575
307;2023-06-10;;;;;;;16;575
308;2023-06-10;;;;;;;28;575
309;2023-06-10;;;;;;;26;576
310;2023-06-10;;;;;;;39;576
311;2023-06-10;;;;;;;16;576
313;2023-06-10;;;;;;;19;577
314;2023-06-10;;;;;;;20;577
315;2023-06-10;;;;;;;22;577
316;2023-06-10;;;;;;;23;577
317;2023-06-10;;;;;;;24;577
318;2023-06-10;;;;;;;25;577
319;2023-06-10;;;;;;;21;577
320;2023-06-10;;;;;;;19;578
321;2023-06-10;;;;;;;20;578
322;2023-06-10;;;;;;;22;578
323;2023-06-10;;;;;;;23;578
324;2023-06-10;;;;;;;24;578
325;2023-06-10;;;;;;;21;578
326;2023-06-10;;;;;;;40;579
327;2023-06-10;;;;;;;45;579
328;2023-06-10;;;;;;;47;579
329;2023-06-10;;;;;;;46;579
330;2023-06-10;;;;;;;51;580
331;2023-06-10;;;;;;;46;581
332;2023-06-10;;;;;;;50;582
333;2023-06-10;;;;;;;40;583
336;2023-06-10;;;;;;;50;584
337;2023-06-10;;;;;;;52;584
338;2023-06-10;;;;;;;40;584
339;2023-06-10;;;;;;;51;637
340;2023-06-10;;;;;;;49;637
341;2023-06-10;;;;;;;29;637
342;2023-06-10;;;;;;;21;647
343;2023-06-10;;;;;;;23;646
344;2023-06-10;;;;;;;29;650
345;2023-06-10;;;;;;;41;648
346;2023-06-10;;;;;;;52;649
347;2023-06-10;;;;;;;40;663
348;2023-06-10;;;;;;;40;651
349;2023-06-10;;;;;;;40;668
351;2023-06-10;;;;;;;19;664
352;2023-06-10;;;;;;;38;714
353;2023-06-10;;;;;;;39;715
354;2023-06-10;;;;;;;20;716
355;2023-06-10;;;;;;;24;718
356;2023-06-10;;;;;;;26;719
357;2023-06-10;;;;;;;19;721
358;2023-06-10;;;;;;;40;722
359;2023-06-10;;;;;;;29;724
360;2023-06-10;;;;;;;20;725
361;2023-06-10;;;;;;;39;726
362;2023-06-10;;;;;;;42;727
363;2023-06-10;;;;;;;36;728
364;2023-06-10;;;;;;;46;730
365;2023-06-10;;;;;;;19;731
366;2023-06-10;;;;;;;23;732
367;2023-06-10;;;;;;;25;733
368;2023-06-10;;;;;;;37;734
369;2023-06-10;;;;;;;47;735
370;2023-06-10;;;;;;;26;736
371;2023-06-10;;;;;;;39;738
372;2023-06-10;;;;;;;42;749
373;2023-06-10;;;;;;;43;749
374;2023-06-10;;;;;;;54;750
375;2023-06-10;;;;;;;49;757
376;2023-06-10;;;;;;;49;765
377;2023-06-10;;;;;;;29;774
378;2023-06-10;;;;;;;49;775
379;2023-06-10;;;;;;;50;776
380;2023-06-10;;;;;;;19;777
381;2023-06-10;;;;;;;25;778
382;2023-06-10;;;;;;;24;779
383;2023-06-10;;;;;;;22;780
384;2023-06-10;;;;;;;39;781
385;2023-06-10;;;;;;;61;782
386;2023-06-10;;;;;;;55;782
387;2023-06-10;;;;;;;24;783
388;2023-06-10;;;;;;;46;784
389;2023-06-10;;;;;;;26;786
390;2023-06-10;;;;;;;25;787
391;2023-06-10;;;;;;;25;788
392;2023-06-10;;;;;;;19;789
393;2023-06-10;;;;;;;51;790
394;2023-06-10;;;;;;;42;792
395;2023-06-10;;;;;;;43;792
396;2023-06-10;;;;;;;14;793
397;2023-06-10;;;;;;;23;794
398;2023-06-10;;;;;;;22;795
399;2023-06-10;;;;;;;47;796
400;2023-06-10;;;;;;;26;798
401;2023-06-10;;;;;;;52;799
402;2023-06-10;;;;;;;25;800
403;2023-06-10;;;;;;;13;801
404;2023-06-10;;;;;;;42;802
405;2023-06-10;;;;;;;43;802
406;2023-06-10;;;;;;;25;804
407;2023-06-10;;;;;;;20;806
408;2023-06-10;;;;;;;49;808
409;2023-06-10;;;;;;;39;810
410;2023-06-10;;;;;;;30;811
411;2023-06-10;;;;;;;29;812
412;2023-06-10;;;;;;;57;539
413;2023-06-10;;;;;;;40;814
414;2023-06-10;;;;;;;29;815
415;2023-06-10;;;;;;;47;816
416;2023-06-10;;;;;;;53;818
417;2023-06-10;;;;;;;54;818
418;2023-06-10;;;;;;;23;819
419;2023-06-10;;;;;;;20;821
420;2023-06-10;;;;;;;25;821
421;2023-06-10;;;;;;;39;822
422;2023-06-10;;;;;;;57;813
423;2023-06-10;;;;;;;49;824
424;2023-06-10;;;;;;;46;825
425;2023-06-10;;;;;;;22;826
426;2023-06-10;;;;;;;21;827
427;2023-06-10;;;;;;;42;828
428;2023-06-10;;;;;;;43;828
429;2023-06-10;;;;;;;50;829
430;2023-06-10;;;;;;;46;832
431;2023-06-10;;;;;;;46;836
432;2023-06-10;;;;;;;46;837
433;2023-06-10;;;;;;;38;838
434;2023-06-10;;;;;;;22;839
435;2023-06-10;;;;;;;16;842
436;2023-06-10;;;;;;;38;845
437;2023-06-10;;;;;;;49;893
438;2023-06-10;;;;;;;26;894
439;2023-06-10;;;;;;;46;895
440;2023-06-10;;;;;;;37;896
441;2023-06-10;;;;;;;51;898
442;2023-06-10;;;;;;;61;899
443;2023-06-10;;;;;;;55;899
444;2023-06-10;;;;;;;46;901
445;2023-06-10;;;;;;;57;823
446;2023-06-10;;;;;;;13;905
447;2023-06-10;;;;;;;19;958
448;2023-06-10;;;;;;;37;907
449;2023-06-10;;;;;;;19;910
450;2023-06-10;;;;;;;39;911
451;2023-06-10;;;;;;;38;912
452;2023-06-10;;;;;;;55;913
453;2023-06-10;;;;;;;38;920
454;2023-06-10;;;;;;;25;923
455;2023-06-10;;;;;;;25;926
456;2023-06-10;;;;;;;25;927
457;2023-06-10;;;;;;;49;935
458;2023-06-10;;;;;;;14;936
459;2023-06-10;;;;;;;49;938
460;2023-06-10;;;;;;;24;939
461;2023-06-10;;;;;;;13;940
462;2023-06-10;;;;;;;23;941
463;2023-06-10;;;;;;;21;951
467;2023-06-10;;;;;;;23;646
468;2023-06-10;;;;;;;29;650
469;2023-06-10;;;;;;;51;555
470;2023-06-10;;;;;;;29;555
471;2023-06-10;;;;;;;30;555
472;2023-06-10;;;;;;;46;784
473;2023-06-10;;;;;;;49;938
474;2023-06-10;;;;;;;49;935
475;2023-06-10;;;;;;;13;940
476;2023-06-10;;;;;;;23;941
477;2023-06-10;;;;;;;24;939
478;2023-06-10;;;;;;;14;936
479;2023-06-10;;;;;;;46;729
480;2023-06-10;;;;;;;42;729
481;2023-06-10;;;;;;;43;729
482;2023-06-10;;;;;;;42;841
483;2023-06-10;;;;;;;43;841
484;2023-06-10;;;;;;;46;881
485;2023-06-10;;;;;;;46;906
486;2023-06-10;;;;;;;49;892
487;2023-06-10;;;;;;;40;579
488;2023-06-10;;;;;;;34;899
489;2023-06-10;;;;;;;30;925
490;2023-06-10;;;;;;;22;937
491;2023-06-10;;;;;;;29;924
492;2023-06-10;;;;;;;29;928
493;2023-06-10;;;;;;;55;823
494;2023-06-10;;;;;;;61;823
495;2023-06-10;;;;;;;46;820
496;2023-06-10;;;;;;;30;929
497;2023-06-10;;;;;;;29;943
498;2023-06-10;;;;;;;8;700
499;2023-06-10;;;;;;;9;723
500;2023-06-10;;;;;;;10;846
501;2023-06-10;;;;;;;11;959
502;2023-06-10;;;;;;;9;700
503;2023-06-10;;;;;;;10;700
504;2023-06-10;;;;;;;11;700
505;2023-06-10;;;;;;;8;278
506;2023-06-10;;;;;;;35;189
507;2023-06-10;;;;;;;9;278
508;2023-06-10;;;;;;;10;278
509;2023-06-10;;;;;;;11;278
510;2023-06-10;;;;;;;8;946
511;2023-06-10;;;;;;;9;946
512;2023-06-10;;;;;;;10;946
513;2023-06-10;;;;;;;8;831
514;2023-06-10;;;;;;;9;831
515;2023-06-10;;;;;;;10;831
516;2023-06-10;;;;;;;12;831
517;2023-06-10;;;;;;;12;468
518;2023-06-10;;;;;;;29;809
519;2023-06-10;;;;;;;8;501
520;2023-06-10;;;;;;;9;501
521;2023-06-10;;;;;;;10;501
522;2023-06-10;;;;;;;11;501
523;2023-06-10;;;;;;;8;264
524;2023-06-10;;;;;;;9;264
525;2023-06-10;;;;;;;10;264
526;2023-06-10;;;;;;;11;264
527;2023-06-10;;;;;;;8;615
528;2023-06-10;;;;;;;9;615
529;2023-06-10;;;;;;;10;615
530;2023-06-10;;;;;;;8;306
531;2023-06-10;;;;;;;9;306
532;2023-06-10;;;;;;;10;306
533;2023-06-10;;;;;;;11;306
534;2023-06-10;;;;;;;8;468
535;2023-06-10;;;;;;;9;468
536;2023-06-10;;;;;;;10;468
537;2023-06-10;;;;;;;8;385
538;2023-06-10;;;;;;;9;385
539;2023-06-10;;;;;;;10;385
540;2023-06-10;;;;;;;11;385
541;2023-06-10;;;;;;;8;617
542;2023-06-10;;;;;;;9;617
543;2023-06-10;;;;;;;10;617
544;2023-06-10;;;;;;;11;617
545;2023-06-10;;;;;;;8;595
546;2023-06-10;;;;;;;9;595
547;2023-06-10;;;;;;;10;595
548;2023-06-10;;;;;;;11;595
549;2023-06-10;;;;;;;8;760
550;2023-06-10;;;;;;;9;760
551;2023-06-10;;;;;;;10;760
552;2023-06-10;;;;;;;11;760
553;2023-06-10;;;;;;;8;946
554;2023-06-10;;;;;;;9;946
555;2023-06-10;;;;;;;10;946
556;2023-06-10;;;;;;;8;751
557;2023-06-10;;;;;;;9;751
558;2023-06-10;;;;;;;10;751
559;2023-06-10;;;;;;;11;751
560;2023-06-10;;;;;;;1;36
561;2023-06-10;;;;;;;7;36
565;2023-06-10;;;;;;;2;254
566;2023-06-10;;;;;;;3;254
567;2023-06-10;;;;;;;5;254
568;2023-06-10;;;;;;;6;254
569;2023-06-10;;;;;;;7;204
570;2023-06-10;;;;;;;2;243
573;2023-06-10;;;;;;;3;243
574;2023-06-10;;;;;;;4;243
575;2023-06-10;;;;;;;5;243
576;2023-06-10;;;;;;;6;245
577;2023-06-10;;;;;;;7;58
578;2023-06-10;;;;;;;7;247
579;2023-06-10;;;;;;;1;540
580;2023-06-10;;;;;;;1;540
581;2023-06-10;;;;;;;7;63
583;2023-06-10;;;;;;;5;879
584;2023-06-10;;;;;;;6;879
585;2023-06-10;;;;;;;1;146
586;2023-06-10;;;;;;;7;35
587;2023-06-10;;;;;;;2;248
588;2023-06-10;;;;;;;3;248
589;2023-06-10;;;;;;;5;248
590;2023-06-10;;;;;;;6;248
591;2023-06-10;;;;;;;5;868
592;2023-06-10;;;;;;;6;868
593;2023-06-10;;;;;;;5;648
594;2023-06-10;;;;;;;6;648
595;2023-06-10;;;;;;;5;772
596;2023-06-10;;;;;;;6;772
597;2023-06-10;;;;;;;5;689
598;2023-06-10;;;;;;;6;689
599;2023-06-10;;;;;;;7;435
600;2023-06-10;;;;;;;7;342
601;2023-06-10;;;;;;;1;546
602;2023-06-10;;;;;;;1;413
603;2023-06-10;;;;;;;2;414
604;2023-06-10;;;;;;;3;415
605;2023-06-10;;;;;;;5;416
606;2023-06-10;;;;;;;6;417
607;2023-06-10;;;;;;;2;249
608;2023-06-10;;;;;;;2;143
609;2023-06-10;;;;;;;3;143
610;2023-06-10;;;;;;;4;143
611;2023-06-10;;;;;;;5;143
612;2023-06-10;;;;;;;6;143
613;2023-06-10;;;;;;;7;76
614;2023-06-10;;;;;;;7;105
615;2023-06-10;;;;;;;1;52
616;2023-06-10;;;;;;;1;349
617;2023-06-10;;;;;;;2;251
618;2023-06-10;;;;;;;3;251
619;2023-06-10;;;;;;;5;251
620;2023-06-10;;;;;;;6;251
621;2023-06-10;;;;;;;5;771
622;2023-06-10;;;;;;;6;771
623;2023-06-10;;;;;;;1;596
624;2023-06-10;;;;;;;2;587
625;2023-06-10;;;;;;;3;587
626;2023-06-10;;;;;;;5;587
627;2023-06-10;;;;;;;6;587
628;2023-06-10;;;;;;;4;587
629;2023-06-10;;;;;;;1;93
630;2023-06-10;;;;;;;1;396
